singular_value_index,mean_c_ideal_noise_0,std_c_ideal_noise_0,mean_c_noisy_noise_25,std_c_noisy_noise_25,mean_c_ctc_noise_25,std_c_ctc_noise_25,mean_c_noisy_noise_50,std_c_noisy_noise_50,mean_c_ctc_noise_50,std_c_ctc_noise_50
191,0.00012415064733804844,0.0,0.4244985308915165,0.0,2.452091856127666e-15,0.0,0.7300494358145919,0.0,2.0022475026646315e-15,0.0
192,0.00012150309396215599,0.0,0.4223191411407475,0.0,2.3151133389770143e-15,0.0,0.7278222340968964,0.0,1.8066695900625554e-15,0.0
193,0.00011054577274216316,0.0,0.421676062744849,0.0,1.795344357137256e-15,0.0,0.7270008602772098,0.0,1.7451048780956683e-15,0.0
194,9.90773044158242e-05,0.0,0.41942516423651083,0.0,1.7928908411979946e-15,0.0,0.7250139402697247,0.0,1.1912343700429604e-15,0.0
195,9.435144369491111e-05,0.0,0.4173188205443642,0.0,1.7038628923443111e-15,0.0,0.7232955225722186,0.0,1.0138624790249817e-15,0.0
196,8.314284288696102e-05,0.0,0.41442084702992155,0.0,1.4069462267187414e-15,0.0,0.7213133511972979,0.0,7.272180795733396e-16,0.0
197,8.021812333013999e-05,0.0,0.4106833131898686,0.0,1.0092318953485952e-15,0.0,0.7176224209370748,0.0,6.452319437691016e-16,0.0
198,7.718645172772908e-05,0.0,0.406435907527462,0.0,7.026805916921997e-16,0.0,0.7136478543373552,0.0,5.117962661028543e-16,0.0
199,7.439424921141108e-05,0.0,0.40288823542852287,0.0,6.12803153958707e-16,0.0,0.711900426552651,0.0,2.0460805516632604e-16,0.0
200,5.834600383327064e-05,0.0,0.397104380761317,0.0,4.68622007497776e-16,0.0,0.7112382629723719,0.0,1.734078391360222e-16,0.0
